Age Group,State,State Code,Yearly July 1st Estimates,Population
5-9 years,Alabama,1,1990,287586
5-9 years,Alabama,1,1991,287569
5-9 years,Alabama,1,1992,287535
5-9 years,Alabama,1,1993,289146
5-9 years,Alabama,1,1994,293136
5-9 years,Alabama,1,1995,299561
5-9 years,Alabama,1,1996,303652
5-9 years,Alabama,1,1997,311358
5-9 years,Alabama,1,1998,313700
5-9 years,Alabama,1,1999,315749
5-9 years,Alabama,1,2000,313178
5-9 years,Alabama,1,2001,307526
5-9 years,Alabama,1,2002,302632
5-9 years,Alabama,1,2003,299148
5-9 years,Alabama,1,2004,297554
5-9 years,Alabama,1,2005,298450
5-9 years,Alabama,1,2006,303581
5-9 years,Alabama,1,2007,306013
5-9 years,Alabama,1,2008,306682
5-9 years,Alabama,1,2009,307864
5-9 years,Alabama,1,2010,307255
5-9 years,Alabama,1,2011,304701
5-9 years,Alabama,1,2012,305763
5-9 years,Alabama,1,2013,307034
5-9 years,Alabama,1,2014,306366
5-9 years,Alabama,1,2015,305327
5-9 years,Alabama,1,2016,304157
5-9 years,Alabama,1,2017,301569
5-9 years,Alabama,1,2018,298235
5-9 years,Alabama,1,2019,298242
5-9 years,Alabama,1,2020,299404
5-9 years,Alaska,2,1990,52904
5-9 years,Alaska,2,1991,54295
5-9 years,Alaska,2,1992,54561
5-9 years,Alaska,2,1993,54698
5-9 years,Alaska,2,1994,54994
5-9 years,Alaska,2,1995,54809
5-9 years,Alaska,2,1996,54715
5-9 years,Alaska,2,1997,55474
5-9 years,Alaska,2,1998,56552
5-9 years,Alaska,2,1999,55181
5-9 years,Alaska,2,2000,53439
5-9 years,Alaska,2,2001,51312
5-9 years,Alaska,2,2002,49946
5-9 years,Alaska,2,2003,48745
5-9 years,Alaska,2,2004,48026
5-9 years,Alaska,2,2005,47441
5-9 years,Alaska,2,2006,48063
5-9 years,Alaska,2,2007,48030
5-9 years,Alaska,2,2008,48232
5-9 years,Alaska,2,2009,50070
5-9 years,Alaska,2,2010,51071
5-9 years,Alaska,2,2011,51374
5-9 years,Alaska,2,2012,51919
5-9 years,Alaska,2,2013,52111
5-9 years,Alaska,2,2014,51815
5-9 years,Alaska,2,2015,51801
5-9 years,Alaska,2,2016,52674
5-9 years,Alaska,2,2017,52523
5-9 years,Alaska,2,2018,52302
5-9 years,Alaska,2,2019,51946
5-9 years,Alaska,2,2020,51643
5-9 years,Arizona,4,1990,285875
5-9 years,Arizona,4,1991,289302
5-9 years,Arizona,4,1992,293291
5-9 years,Arizona,4,1993,302040
5-9 years,Arizona,4,1994,309525
5-9 years,Arizona,4,1995,326697
5-9 years,Arizona,4,1996,341171
5-9 years,Arizona,4,1997,349860
5-9 years,Arizona,4,1998,366709
5-9 years,Arizona,4,1999,380471
5-9 years,Arizona,4,2000,389520
5-9 years,Arizona,4,2001,388279
5-9 years,Arizona,4,2002,388857
5-9 years,Arizona,4,2003,389350
5-9 years,Arizona,4,2004,393245
5-9 years,Arizona,4,2005,401892
5-9 years,Arizona,4,2006,417038
5-9 years,Arizona,4,2007,427998
5-9 years,Arizona,4,2008,440171
5-9 years,Arizona,4,2009,446994
5-9 years,Arizona,4,2010,453017
5-9 years,Arizona,4,2011,450340
5-9 years,Arizona,4,2012,456026
5-9 years,Arizona,4,2013,460300
5-9 years,Arizona,4,2014,460689
5-9 years,Arizona,4,2015,458633
5-9 years,Arizona,4,2016,457666
5-9 years,Arizona,4,2017,453847
5-9 years,Arizona,4,2018,451303
5-9 years,Arizona,4,2019,454018
5-9 years,Arizona,4,2020,458844
5-9 years,Arkansas,5,1990,172863
5-9 years,Arkansas,5,1991,172179
5-9 years,Arkansas,5,1992,173508
5-9 years,Arkansas,5,1993,173283
5-9 years,Arkansas,5,1994,176147
5-9 years,Arkansas,5,1995,180971
5-9 years,Arkansas,5,1996,185004
5-9 years,Arkansas,5,1997,186862
5-9 years,Arkansas,5,1998,188818
5-9 years,Arkansas,5,1999,188127
5-9 years,Arkansas,5,2000,186221
5-9 years,Arkansas,5,2001,184198
5-9 years,Arkansas,5,2002,182837
5-9 years,Arkansas,5,2003,182549
5-9 years,Arkansas,5,2004,183762
5-9 years,Arkansas,5,2005,186100
5-9 years,Arkansas,5,2006,189078
5-9 years,Arkansas,5,2007,191244
5-9 years,Arkansas,5,2008,192784
5-9 years,Arkansas,5,2009,195101
5-9 years,Arkansas,5,2010,196925
5-9 years,Arkansas,5,2011,197498
5-9 years,Arkansas,5,2012,199486
5-9 years,Arkansas,5,2013,200315
5-9 years,Arkansas,5,2014,199081
5-9 years,Arkansas,5,2015,198272
5-9 years,Arkansas,5,2016,197023
5-9 years,Arkansas,5,2017,195531
5-9 years,Arkansas,5,2018,193202
5-9 years,Arkansas,5,2019,192927
5-9 years,Arkansas,5,2020,193212
5-9 years,California,6,1990,2251433
5-9 years,California,6,1991,2299399
5-9 years,California,6,1992,2316373
5-9 years,California,6,1993,2352770
5-9 years,California,6,1994,2412460
5-9 years,California,6,1995,2494120
5-9 years,California,6,1996,2612345
5-9 years,California,6,1997,2689391
5-9 years,California,6,1998,2731250
5-9 years,California,6,1999,2748888
5-9 years,California,6,2000,2717425
5-9 years,California,6,2001,2671134
5-9 years,California,6,2002,2607616
5-9 years,California,6,2003,2548508
5-9 years,California,6,2004,2486084
5-9 years,California,6,2005,2426913
5-9 years,California,6,2006,2408374
5-9 years,California,6,2007,2398296
5-9 years,California,6,2008,2423440
5-9 years,California,6,2009,2465467
5-9 years,California,6,2010,2504784
5-9 years,California,6,2011,2512962
5-9 years,California,6,2012,2538442
5-9 years,California,6,2013,2556700
5-9 years,California,6,2014,2551638
5-9 years,California,6,2015,2542123
5-9 years,California,6,2016,2537093
5-9 years,California,6,2017,2513348
5-9 years,California,6,2018,2490201
5-9 years,California,6,2019,2480357
5-9 years,California,6,2020,2468600
5-9 years,Colorado,8,1990,257329
5-9 years,Colorado,8,1991,261205
5-9 years,Colorado,8,1992,267044
5-9 years,Colorado,8,1993,270398
5-9 years,Colorado,8,1994,274563
5-9 years,Colorado,8,1995,279278
5-9 years,Colorado,8,1996,283869
5-9 years,Colorado,8,1997,290926
5-9 years,Colorado,8,1998,300016
5-9 years,Colorado,8,1999,304910
5-9 years,Colorado,8,2000,308509
5-9 years,Colorado,8,2001,308219
5-9 years,Colorado,8,2002,305736
5-9 years,Colorado,8,2003,302711
5-9 years,Colorado,8,2004,301885
5-9 years,Colorado,8,2005,304874
5-9 years,Colorado,8,2006,313990
5-9 years,Colorado,8,2007,322967
5-9 years,Colorado,8,2008,333114
5-9 years,Colorado,8,2009,342826
5-9 years,Colorado,8,2010,348955
5-9 years,Colorado,8,2011,351720
5-9 years,Colorado,8,2012,355108
5-9 years,Colorado,8,2013,356817
5-9 years,Colorado,8,2014,356244
5-9 years,Colorado,8,2015,356755
5-9 years,Colorado,8,2016,355451
5-9 years,Colorado,8,2017,351573
5-9 years,Colorado,8,2018,349040
5-9 years,Colorado,8,2019,346980
5-9 years,Colorado,8,2020,344851
5-9 years,Connecticut,9,1990,207922
5-9 years,Connecticut,9,1991,214702
5-9 years,Connecticut,9,1992,219496
5-9 years,Connecticut,9,1993,226535
5-9 years,Connecticut,9,1994,234111
5-9 years,Connecticut,9,1995,240378
5-9 years,Connecticut,9,1996,243085
5-9 years,Connecticut,9,1997,244519
5-9 years,Connecticut,9,1998,245971
5-9 years,Connecticut,9,1999,245385
5-9 years,Connecticut,9,2000,243110
5-9 years,Connecticut,9,2001,240158
5-9 years,Connecticut,9,2002,238119
5-9 years,Connecticut,9,2003,234623
5-9 years,Connecticut,9,2004,232092
5-9 years,Connecticut,9,2005,228703
5-9 years,Connecticut,9,2006,226250
5-9 years,Connecticut,9,2007,223656
5-9 years,Connecticut,9,2008,223384
5-9 years,Connecticut,9,2009,222900
5-9 years,Connecticut,9,2010,221826
5-9 years,Connecticut,9,2011,219468
5-9 years,Connecticut,9,2012,217619
5-9 years,Connecticut,9,2013,214485
5-9 years,Connecticut,9,2014,210075
5-9 years,Connecticut,9,2015,205826
5-9 years,Connecticut,9,2016,202252
5-9 years,Connecticut,9,2017,199284
5-9 years,Connecticut,9,2018,196503
5-9 years,Connecticut,9,2019,194906
5-9 years,Connecticut,9,2020,193731
5-9 years,Delaware,10,1990,47103
5-9 years,Delaware,10,1991,48152
5-9 years,Delaware,10,1992,48982
5-9 years,Delaware,10,1993,49682
5-9 years,Delaware,10,1994,51131
5-9 years,Delaware,10,1995,51902
5-9 years,Delaware,10,1996,53176
5-9 years,Delaware,10,1997,54364
5-9 years,Delaware,10,1998,55229
5-9 years,Delaware,10,1999,55768
5-9 years,Delaware,10,2000,55591
5-9 years,Delaware,10,2001,54575
5-9 years,Delaware,10,2002,53432
5-9 years,Delaware,10,2003,52567
5-9 years,Delaware,10,2004,52309
5-9 years,Delaware,10,2005,52455
5-9 years,Delaware,10,2006,53078
5-9 years,Delaware,10,2007,54150
5-9 years,Delaware,10,2008,55129
5-9 years,Delaware,10,2009,55984
5-9 years,Delaware,10,2010,56428
5-9 years,Delaware,10,2011,56346
5-9 years,Delaware,10,2012,56721
5-9 years,Delaware,10,2013,56719
5-9 years,Delaware,10,2014,56642
5-9 years,Delaware,10,2015,56591
5-9 years,Delaware,10,2016,56631
5-9 years,Delaware,10,2017,56614
5-9 years,Delaware,10,2018,56437
5-9 years,Delaware,10,2019,56570
5-9 years,Delaware,10,2020,56799
5-9 years,District of Columbia,11,1990,30019
5-9 years,District of Columbia,11,1991,31326
5-9 years,District of Columbia,11,1992,31755
5-9 years,District of Columbia,11,1993,32324
5-9 years,District of Columbia,11,1994,33512
5-9 years,District of Columbia,11,1995,35660
5-9 years,District of Columbia,11,1996,36432
5-9 years,District of Columbia,11,1997,37266
5-9 years,District of Columbia,11,1998,36256
5-9 years,District of Columbia,11,1999,36596
5-9 years,District of Columbia,11,2000,34997
5-9 years,District of Columbia,11,2001,33830
5-9 years,District of Columbia,11,2002,32237
5-9 years,District of Columbia,11,2003,30040
5-9 years,District of Columbia,11,2004,27748
5-9 years,District of Columbia,11,2005,26004
5-9 years,District of Columbia,11,2006,25968
5-9 years,District of Columbia,11,2007,25107
5-9 years,District of Columbia,11,2008,24698
5-9 years,District of Columbia,11,2009,26105
5-9 years,District of Columbia,11,2010,26156
5-9 years,District of Columbia,11,2011,26684
5-9 years,District of Columbia,11,2012,28101
5-9 years,District of Columbia,11,2013,29840
5-9 years,District of Columbia,11,2014,31047
5-9 years,District of Columbia,11,2015,32447
5-9 years,District of Columbia,11,2016,34254
5-9 years,District of Columbia,11,2017,36147
5-9 years,District of Columbia,11,2018,37515
5-9 years,District of Columbia,11,2019,38255
5-9 years,District of Columbia,11,2020,39363
5-9 years,Florida,12,1990,841085
5-9 years,Florida,12,1991,856163
5-9 years,Florida,12,1992,874662
5-9 years,Florida,12,1993,901749
5-9 years,Florida,12,1994,932964
5-9 years,Florida,12,1995,962959
5-9 years,Florida,12,1996,990899
5-9 years,Florida,12,1997,1014223
5-9 years,Florida,12,1998,1032562
5-9 years,Florida,12,1999,1037103
5-9 years,Florida,12,2000,1028130
5-9 years,Florida,12,2001,1018469
5-9 years,Florida,12,2002,1013607
5-9 years,Florida,12,2003,1009113
5-9 years,Florida,12,2004,1013054
5-9 years,Florida,12,2005,1024540
5-9 years,Florida,12,2006,1047894
5-9 years,Florida,12,2007,1057391
5-9 years,Florida,12,2008,1065778
5-9 years,Florida,12,2009,1068926
5-9 years,Florida,12,2010,1079257
5-9 years,Florida,12,2011,1083144
5-9 years,Florida,12,2012,1097601
5-9 years,Florida,12,2013,1115091
5-9 years,Florida,12,2014,1123118
5-9 years,Florida,12,2015,1133241
5-9 years,Florida,12,2016,1146594
5-9 years,Florida,12,2017,1153427
5-9 years,Florida,12,2018,1156432
5-9 years,Florida,12,2019,1167120
5-9 years,Florida,12,2020,1179044
5-9 years,Georgia,13,1990,484791
5-9 years,Georgia,13,1991,489224
5-9 years,Georgia,13,1992,498781
5-9 years,Georgia,13,1993,512410
5-9 years,Georgia,13,1994,528530
5-9 years,Georgia,13,1995,547527
5-9 years,Georgia,13,1996,565772
5-9 years,Georgia,13,1997,581982
5-9 years,Georgia,13,1998,597338
5-9 years,Georgia,13,1999,609017
5-9 years,Georgia,13,2000,613973
5-9 years,Georgia,13,2001,611462
5-9 years,Georgia,13,2002,609905
5-9 years,Georgia,13,2003,608123
5-9 years,Georgia,13,2004,610599
5-9 years,Georgia,13,2005,621400
5-9 years,Georgia,13,2006,644011
5-9 years,Georgia,13,2007,663877
5-9 years,Georgia,13,2008,677476
5-9 years,Georgia,13,2009,688417
5-9 years,Georgia,13,2010,694421
5-9 years,Georgia,13,2011,694674
5-9 years,Georgia,13,2012,698882
5-9 years,Georgia,13,2013,703383
5-9 years,Georgia,13,2014,702546
5-9 years,Georgia,13,2015,701501
5-9 years,Georgia,13,2016,699362
5-9 years,Georgia,13,2017,694429
5-9 years,Georgia,13,2018,687018
5-9 years,Georgia,13,2019,686900
5-9 years,Georgia,13,2020,687297
5-9 years,Hawaii,15,1990,79635
5-9 years,Hawaii,15,1991,80345
5-9 years,Hawaii,15,1992,80734
5-9 years,Hawaii,15,1993,81245
5-9 years,Hawaii,15,1994,82798
5-9 years,Hawaii,15,1995,84826
5-9 years,Hawaii,15,1996,86926
5-9 years,Hawaii,15,1997,88164
5-9 years,Hawaii,15,1998,88049
5-9 years,Hawaii,15,1999,86991
5-9 years,Hawaii,15,2000,84497
5-9 years,Hawaii,15,2001,82564
5-9 years,Hawaii,15,2002,80570
5-9 years,Hawaii,15,2003,78766
5-9 years,Hawaii,15,2004,77604
5-9 years,Hawaii,15,2005,76612
5-9 years,Hawaii,15,2006,76190
5-9 years,Hawaii,15,2007,76473
5-9 years,Hawaii,15,2008,77674
5-9 years,Hawaii,15,2009,81222
5-9 years,Hawaii,15,2010,83258
5-9 years,Hawaii,15,2011,83850
5-9 years,Hawaii,15,2012,85362
5-9 years,Hawaii,15,2013,86147
5-9 years,Hawaii,15,2014,85606
5-9 years,Hawaii,15,2015,85649
5-9 years,Hawaii,15,2016,86574
5-9 years,Hawaii,15,2017,87070
5-9 years,Hawaii,15,2018,87523
5-9 years,Hawaii,15,2019,88018
5-9 years,Hawaii,15,2020,87555
5-9 years,Idaho,16,1990,90399
5-9 years,Idaho,16,1991,89213
5-9 years,Idaho,16,1992,88852
5-9 years,Idaho,16,1993,89024
5-9 years,Idaho,16,1994,90997
5-9 years,Idaho,16,1995,92159
5-9 years,Idaho,16,1996,93364
5-9 years,Idaho,16,1997,95381
5-9 years,Idaho,16,1998,98167
5-9 years,Idaho,16,1999,99729
5-9 years,Idaho,16,2000,100671
5-9 years,Idaho,16,2001,100523
5-9 years,Idaho,16,2002,100876
5-9 years,Idaho,16,2003,101115
5-9 years,Idaho,16,2004,102760
5-9 years,Idaho,16,2005,106074
5-9 years,Idaho,16,2006,109864
5-9 years,Idaho,16,2007,113374
5-9 years,Idaho,16,2008,117013
5-9 years,Idaho,16,2009,119586
5-9 years,Idaho,16,2010,121251
5-9 years,Idaho,16,2011,121425
5-9 years,Idaho,16,2012,122260
5-9 years,Idaho,16,2013,123093
5-9 years,Idaho,16,2014,123398
5-9 years,Idaho,16,2015,123126
5-9 years,Idaho,16,2016,123059
5-9 years,Idaho,16,2017,123092
5-9 years,Idaho,16,2018,122921
5-9 years,Idaho,16,2019,123593
5-9 years,Idaho,16,2020,125055
5-9 years,Illinois,17,1990,825298
5-9 years,Illinois,17,1991,829971
5-9 years,Illinois,17,1992,829299
5-9 years,Illinois,17,1993,830711
5-9 years,Illinois,17,1994,844037
5-9 years,Illinois,17,1995,862351
5-9 years,Illinois,17,1996,885165
5-9 years,Illinois,17,1997,908107
5-9 years,Illinois,17,1998,919305
5-9 years,Illinois,17,1999,929962
5-9 years,Illinois,17,2000,924569
5-9 years,Illinois,17,2001,911716
5-9 years,Illinois,17,2002,895265
5-9 years,Illinois,17,2003,878647
5-9 years,Illinois,17,2004,862340
5-9 years,Illinois,17,2005,849518
5-9 years,Illinois,17,2006,847980
5-9 years,Illinois,17,2007,849196
5-9 years,Illinois,17,2008,851542
5-9 years,Illinois,17,2009,857360
5-9 years,Illinois,17,2010,857438
5-9 years,Illinois,17,2011,850924
5-9 years,Illinois,17,2012,847642
5-9 years,Illinois,17,2013,842371
5-9 years,Illinois,17,2014,829417
5-9 years,Illinois,17,2015,818372
5-9 years,Illinois,17,2016,805831
5-9 years,Illinois,17,2017,792221
5-9 years,Illinois,17,2018,777957
5-9 years,Illinois,17,2019,769274
5-9 years,Illinois,17,2020,762503
5-9 years,Indiana,18,1990,401223
5-9 years,Indiana,18,1991,401509
5-9 years,Indiana,18,1992,398737
5-9 years,Indiana,18,1993,397896
5-9 years,Indiana,18,1994,403762
5-9 years,Indiana,18,1995,409962
5-9 years,Indiana,18,1996,415510
5-9 years,Indiana,18,1997,426537
5-9 years,Indiana,18,1998,434360
5-9 years,Indiana,18,1999,440415
5-9 years,Indiana,18,2000,441170
5-9 years,Indiana,18,2001,437890
5-9 years,Indiana,18,2002,433323
5-9 years,Indiana,18,2003,431062
5-9 years,Indiana,18,2004,430003
5-9 years,Indiana,18,2005,432642
5-9 years,Indiana,18,2006,437119
5-9 years,Indiana,18,2007,440411
5-9 years,Indiana,18,2008,442999
5-9 years,Indiana,18,2009,444798
5-9 years,Indiana,18,2010,443848
5-9 years,Indiana,18,2011,441762
5-9 years,Indiana,18,2012,442822
5-9 years,Indiana,18,2013,444071
5-9 years,Indiana,18,2014,440853
5-9 years,Indiana,18,2015,438421
5-9 years,Indiana,18,2016,435463
5-9 years,Indiana,18,2017,432645
5-9 years,Indiana,18,2018,431393
5-9 years,Indiana,18,2019,432456
5-9 years,Indiana,18,2020,434108
5-9 years,Iowa,19,1990,207316
5-9 years,Iowa,19,1991,205885
5-9 years,Iowa,19,1992,201727
5-9 years,Iowa,19,1993,199360
5-9 years,Iowa,19,1994,198424
5-9 years,Iowa,19,1995,197690
5-9 years,Iowa,19,1996,197976
5-9 years,Iowa,19,1997,199462
5-9 years,Iowa,19,1998,200976
5-9 years,Iowa,19,1999,202438
5-9 years,Iowa,19,2000,201543
5-9 years,Iowa,19,2001,198013
5-9 years,Iowa,19,2002,194909
5-9 years,Iowa,19,2003,192741
5-9 years,Iowa,19,2004,192347
5-9 years,Iowa,19,2005,192257
5-9 years,Iowa,19,2006,193815
5-9 years,Iowa,19,2007,195305
5-9 years,Iowa,19,2008,197771
5-9 years,Iowa,19,2009,199300
5-9 years,Iowa,19,2010,200870
5-9 years,Iowa,19,2011,201942
5-9 years,Iowa,19,2012,203863
5-9 years,Iowa,19,2013,205930
5-9 years,Iowa,19,2014,206640
5-9 years,Iowa,19,2015,206666
5-9 years,Iowa,19,2016,204722
5-9 years,Iowa,19,2017,202838
5-9 years,Iowa,19,2018,200860
5-9 years,Iowa,19,2019,200405
5-9 years,Iowa,19,2020,200418
5-9 years,Kansas,20,1990,194428
5-9 years,Kansas,20,1991,195484
5-9 years,Kansas,20,1992,194967
5-9 years,Kansas,20,1993,194095
5-9 years,Kansas,20,1994,194702
5-9 years,Kansas,20,1995,193927
5-9 years,Kansas,20,1996,192973
5-9 years,Kansas,20,1997,194462
5-9 years,Kansas,20,1998,196047
5-9 years,Kansas,20,1999,196167
5-9 years,Kansas,20,2000,194851
5-9 years,Kansas,20,2001,192889
5-9 years,Kansas,20,2002,190379
5-9 years,Kansas,20,2003,189235
5-9 years,Kansas,20,2004,189166
5-9 years,Kansas,20,2005,189816
5-9 years,Kansas,20,2006,191333
5-9 years,Kansas,20,2007,195350
5-9 years,Kansas,20,2008,198314
5-9 years,Kansas,20,2009,200644
5-9 years,Kansas,20,2010,202625
5-9 years,Kansas,20,2011,202968
5-9 years,Kansas,20,2012,204562
5-9 years,Kansas,20,2013,204940
5-9 years,Kansas,20,2014,204201
5-9 years,Kansas,20,2015,203926
5-9 years,Kansas,20,2016,202234
5-9 years,Kansas,20,2017,200100
5-9 years,Kansas,20,2018,197854
5-9 years,Kansas,20,2019,196423
5-9 years,Kansas,20,2020,194309
5-9 years,Kentucky,21,1990,260746
5-9 years,Kentucky,21,1991,258894
5-9 years,Kentucky,21,1992,258525
5-9 years,Kentucky,21,1993,258095
5-9 years,Kentucky,21,1994,261418
5-9 years,Kentucky,21,1995,263917
5-9 years,Kentucky,21,1996,267869
5-9 years,Kentucky,21,1997,276213
5-9 years,Kentucky,21,1998,277680
5-9 years,Kentucky,21,1999,279246
5-9 years,Kentucky,21,2000,277905
5-9 years,Kentucky,21,2001,274560
5-9 years,Kentucky,21,2002,271537
5-9 years,Kentucky,21,2003,270774
5-9 years,Kentucky,21,2004,270177
5-9 years,Kentucky,21,2005,271115
5-9 years,Kentucky,21,2006,274947
5-9 years,Kentucky,21,2007,277128
5-9 years,Kentucky,21,2008,280030
5-9 years,Kentucky,21,2009,281273
5-9 years,Kentucky,21,2010,282861
5-9 years,Kentucky,21,2011,282985
5-9 years,Kentucky,21,2012,284495
5-9 years,Kentucky,21,2013,285116
5-9 years,Kentucky,21,2014,283353
5-9 years,Kentucky,21,2015,281159
5-9 years,Kentucky,21,2016,279489
5-9 years,Kentucky,21,2017,277477
5-9 years,Kentucky,21,2018,276600
5-9 years,Kentucky,21,2019,276766
5-9 years,Kentucky,21,2020,277704
5-9 years,Louisiana,22,1990,347647
5-9 years,Louisiana,22,1991,347726
5-9 years,Louisiana,22,1992,344385
5-9 years,Louisiana,22,1993,338312
5-9 years,Louisiana,22,1994,338252
5-9 years,Louisiana,22,1995,337422
5-9 years,Louisiana,22,1996,336828
5-9 years,Louisiana,22,1997,339273
5-9 years,Louisiana,22,1998,339976
5-9 years,Louisiana,22,1999,339437
5-9 years,Louisiana,22,2000,334124
5-9 years,Louisiana,22,2001,325487
5-9 years,Louisiana,22,2002,318495
5-9 years,Louisiana,22,2003,314111
5-9 years,Louisiana,22,2004,311293
5-9 years,Louisiana,22,2005,310508
5-9 years,Louisiana,22,2006,288596
5-9 years,Louisiana,22,2007,295668
5-9 years,Louisiana,22,2008,298906
5-9 years,Louisiana,22,2009,303467
5-9 years,Louisiana,22,2010,306364
5-9 years,Louisiana,22,2011,306905
5-9 years,Louisiana,22,2012,310442
5-9 years,Louisiana,22,2013,313802
5-9 years,Louisiana,22,2014,313835
5-9 years,Louisiana,22,2015,312761
5-9 years,Louisiana,22,2016,311417
5-9 years,Louisiana,22,2017,306331
5-9 years,Louisiana,22,2018,302223
5-9 years,Louisiana,22,2019,301750
5-9 years,Louisiana,22,2020,301718
5-9 years,Maine,23,1990,87550
5-9 years,Maine,23,1991,88979
5-9 years,Maine,23,1992,89196
5-9 years,Maine,23,1993,89374
5-9 years,Maine,23,1994,90016
5-9 years,Maine,23,1995,89691
5-9 years,Maine,23,1996,89078
5-9 years,Maine,23,1997,87976
5-9 years,Maine,23,1998,86790
5-9 years,Maine,23,1999,84608
5-9 years,Maine,23,2000,82669
5-9 years,Maine,23,2001,80706
5-9 years,Maine,23,2002,78792
5-9 years,Maine,23,2003,77369
5-9 years,Maine,23,2004,76805
5-9 years,Maine,23,2005,75891
5-9 years,Maine,23,2006,75533
5-9 years,Maine,23,2007,75146
5-9 years,Maine,23,2008,74959
5-9 years,Maine,23,2009,74425
5-9 years,Maine,23,2010,73858
5-9 years,Maine,23,2011,73382
5-9 years,Maine,23,2012,73024
5-9 years,Maine,23,2013,72451
5-9 years,Maine,23,2014,71624
5-9 years,Maine,23,2015,70614
5-9 years,Maine,23,2016,69437
5-9 years,Maine,23,2017,68443
5-9 years,Maine,23,2018,67622
5-9 years,Maine,23,2019,67500
5-9 years,Maine,23,2020,67233
5-9 years,Maryland,24,1990,334736
5-9 years,Maryland,24,1991,344178
5-9 years,Maryland,24,1992,351322
5-9 years,Maryland,24,1993,360214
5-9 years,Maryland,24,1994,369373
5-9 years,Maryland,24,1995,380607
5-9 years,Maryland,24,1996,385539
5-9 years,Maryland,24,1997,392173
5-9 years,Maryland,24,1998,395633
5-9 years,Maryland,24,1999,394395
5-9 years,Maryland,24,2000,389235
5-9 years,Maryland,24,2001,381871
5-9 years,Maryland,24,2002,374319
5-9 years,Maryland,24,2003,367103
5-9 years,Maryland,24,2004,362768
5-9 years,Maryland,24,2005,358818
5-9 years,Maryland,24,2006,358243
5-9 years,Maryland,24,2007,357932
5-9 years,Maryland,24,2008,360071
5-9 years,Maryland,24,2009,363160
5-9 years,Maryland,24,2010,366524
5-9 years,Maryland,24,2011,366289
5-9 years,Maryland,24,2012,369737
5-9 years,Maryland,24,2013,372649
5-9 years,Maryland,24,2014,373513
5-9 years,Maryland,24,2015,373642
5-9 years,Maryland,24,2016,375022
5-9 years,Maryland,24,2017,373870
5-9 years,Maryland,24,2018,371356
5-9 years,Maryland,24,2019,371451
5-9 years,Maryland,24,2020,371372
5-9 years,Massachusetts,25,1990,374629
5-9 years,Massachusetts,25,1991,385716
5-9 years,Massachusetts,25,1992,391994
5-9 years,Massachusetts,25,1993,403902
5-9 years,Massachusetts,25,1994,417065
5-9 years,Massachusetts,25,1995,428945
5-9 years,Massachusetts,25,1996,436195
5-9 years,Massachusetts,25,1997,440142
5-9 years,Massachusetts,25,1998,440671
5-9 years,Massachusetts,25,1999,435970
5-9 years,Massachusetts,25,2000,429119
5-9 years,Massachusetts,25,2001,420696
5-9 years,Massachusetts,25,2002,412366
5-9 years,Massachusetts,25,2003,403279
5-9 years,Massachusetts,25,2004,395380
5-9 years,Massachusetts,25,2005,388264
5-9 years,Massachusetts,25,2006,385676
5-9 years,Massachusetts,25,2007,384671
5-9 years,Massachusetts,25,2008,384968
5-9 years,Massachusetts,25,2009,385866
5-9 years,Massachusetts,25,2010,384931
5-9 years,Massachusetts,25,2011,382960
5-9 years,Massachusetts,25,2012,382387
5-9 years,Massachusetts,25,2013,381240
5-9 years,Massachusetts,25,2014,377136
5-9 years,Massachusetts,25,2015,374514
5-9 years,Massachusetts,25,2016,373407
5-9 years,Massachusetts,25,2017,372427
5-9 years,Massachusetts,25,2018,370569
5-9 years,Massachusetts,25,2019,369560
5-9 years,Massachusetts,25,2020,367853
5-9 years,Michigan,26,1990,686367
5-9 years,Michigan,26,1991,694159
5-9 years,Michigan,26,1992,696321
5-9 years,Michigan,26,1993,703517
5-9 years,Michigan,26,1994,714788
5-9 years,Michigan,26,1995,731820
5-9 years,Michigan,26,1996,742512
5-9 years,Michigan,26,1997,752293
5-9 years,Michigan,26,1998,754986
5-9 years,Michigan,26,1999,752758
5-9 years,Michigan,26,2000,741365
5-9 years,Michigan,26,2001,724404
5-9 years,Michigan,26,2002,707356
5-9 years,Michigan,26,2003,695524
5-9 years,Michigan,26,2004,685321
5-9 years,Michigan,26,2005,675142
5-9 years,Michigan,26,2006,669858
5-9 years,Michigan,26,2007,662058
5-9 years,Michigan,26,2008,651306
5-9 years,Michigan,26,2009,644056
5-9 years,Michigan,26,2010,634266
5-9 years,Michigan,26,2011,624465
5-9 years,Michigan,26,2012,619953
5-9 years,Michigan,26,2013,615729
5-9 years,Michigan,26,2014,606972
5-9 years,Michigan,26,2015,600360
5-9 years,Michigan,26,2016,594969
5-9 years,Michigan,26,2017,589849
5-9 years,Michigan,26,2018,585870
5-9 years,Michigan,26,2019,586147
5-9 years,Michigan,26,2020,585009
5-9 years,Minnesota,27,1990,345983
5-9 years,Minnesota,27,1991,349026
5-9 years,Minnesota,27,1992,351227
5-9 years,Minnesota,27,1993,352146
5-9 years,Minnesota,27,1994,355220
5-9 years,Minnesota,27,1995,355881
5-9 years,Minnesota,27,1996,354710
5-9 years,Minnesota,27,1997,356198
5-9 years,Minnesota,27,1998,358251
5-9 years,Minnesota,27,1999,357216
5-9 years,Minnesota,27,2000,354934
5-9 years,Minnesota,27,2001,350768
