Age Group,State,State Code,Yearly July 1st Estimates,Population
10-14 years,South Dakota,46,2002,58102
10-14 years,South Dakota,46,2003,57401
10-14 years,South Dakota,46,2004,56536
10-14 years,South Dakota,46,2005,55274
10-14 years,South Dakota,46,2006,55042
10-14 years,South Dakota,46,2007,54311
10-14 years,South Dakota,46,2008,53906
10-14 years,South Dakota,46,2009,53671
10-14 years,South Dakota,46,2010,54019
10-14 years,South Dakota,46,2011,54133
10-14 years,South Dakota,46,2012,54330
10-14 years,South Dakota,46,2013,55080
10-14 years,South Dakota,46,2014,55971
10-14 years,South Dakota,46,2015,56666
10-14 years,South Dakota,46,2016,57985
10-14 years,South Dakota,46,2017,59514
10-14 years,South Dakota,46,2018,60602
10-14 years,South Dakota,46,2019,60979
10-14 years,South Dakota,46,2020,61285
10-14 years,Tennessee,47,1990,339290
10-14 years,Tennessee,47,1991,347282
10-14 years,Tennessee,47,1992,356335
10-14 years,Tennessee,47,1993,364646
10-14 years,Tennessee,47,1994,368843
10-14 years,Tennessee,47,1995,371626
10-14 years,Tennessee,47,1996,374405
10-14 years,Tennessee,47,1997,376190
10-14 years,Tennessee,47,1998,379309
10-14 years,Tennessee,47,1999,388130
10-14 years,Tennessee,47,2000,397123
10-14 years,Tennessee,47,2001,404214
10-14 years,Tennessee,47,2002,410675
10-14 years,Tennessee,47,2003,415531
10-14 years,Tennessee,47,2004,415299
10-14 years,Tennessee,47,2005,414943
10-14 years,Tennessee,47,2006,415802
10-14 years,Tennessee,47,2007,414667
10-14 years,Tennessee,47,2008,415822
10-14 years,Tennessee,47,2009,417701
10-14 years,Tennessee,47,2010,419308
10-14 years,Tennessee,47,2011,421815
10-14 years,Tennessee,47,2012,422589
10-14 years,Tennessee,47,2013,422548
10-14 years,Tennessee,47,2014,422166
10-14 years,Tennessee,47,2015,420720
10-14 years,Tennessee,47,2016,421726
10-14 years,Tennessee,47,2017,426061
10-14 years,Tennessee,47,2018,430857
10-14 years,Tennessee,47,2019,431661
10-14 years,Tennessee,47,2020,431394
10-14 years,Texas,48,1990,1311169
10-14 years,Texas,48,1991,1359339
10-14 years,Texas,48,1992,1408004
10-14 years,Texas,48,1993,1458543
10-14 years,Texas,48,1994,1493035
10-14 years,Texas,48,1995,1513063
10-14 years,Texas,48,1996,1543390
10-14 years,Texas,48,1997,1561259
10-14 years,Texas,48,1998,1583924
10-14 years,Texas,48,1999,1611277
10-14 years,Texas,48,2000,1644416
10-14 years,Texas,48,2001,1671910
10-14 years,Texas,48,2002,1701750
10-14 years,Texas,48,2003,1726691
10-14 years,Texas,48,2004,1745932
10-14 years,Texas,48,2005,1751626
10-14 years,Texas,48,2006,1782260
10-14 years,Texas,48,2007,1799309
10-14 years,Texas,48,2008,1821807
10-14 years,Texas,48,2009,1851192
10-14 years,Texas,48,2010,1888796
10-14 years,Texas,48,2011,1919782
10-14 years,Texas,48,2012,1944155
10-14 years,Texas,48,2013,1970681
10-14 years,Texas,48,2014,2000081
10-14 years,Texas,48,2015,2021352
10-14 years,Texas,48,2016,2042162
10-14 years,Texas,48,2017,2069627
10-14 years,Texas,48,2018,2092916
10-14 years,Texas,48,2019,2106468
10-14 years,Texas,48,2020,2119719
10-14 years,Utah,49,1990,183468
10-14 years,Utah,49,1991,190154
10-14 years,Utah,49,1992,193717
10-14 years,Utah,49,1993,197360
10-14 years,Utah,49,1994,197223
10-14 years,Utah,49,1995,194811
10-14 years,Utah,49,1996,192509
10-14 years,Utah,49,1997,191242
10-14 years,Utah,49,1998,190805
10-14 years,Utah,49,1999,191810
10-14 years,Utah,49,2000,193767
10-14 years,Utah,49,2001,195119
10-14 years,Utah,49,2002,196203
10-14 years,Utah,49,2003,197126
10-14 years,Utah,49,2004,197157
10-14 years,Utah,49,2005,199638
10-14 years,Utah,49,2006,203418
10-14 years,Utah,49,2007,209206
10-14 years,Utah,49,2008,215007
10-14 years,Utah,49,2009,222915
10-14 years,Utah,49,2010,229484
10-14 years,Utah,49,2011,234955
10-14 years,Utah,49,2012,239256
10-14 years,Utah,49,2013,244727
10-14 years,Utah,49,2014,249240
10-14 years,Utah,49,2015,252672
10-14 years,Utah,49,2016,257474
10-14 years,Utah,49,2017,263107
10-14 years,Utah,49,2018,267112
10-14 years,Utah,49,2019,268386
10-14 years,Utah,49,2020,269625
10-14 years,Vermont,50,1990,38080
10-14 years,Vermont,50,1991,39571
10-14 years,Vermont,50,1992,40967
10-14 years,Vermont,50,1993,42477
10-14 years,Vermont,50,1994,43613
10-14 years,Vermont,50,1995,44304
10-14 years,Vermont,50,1996,44797
10-14 years,Vermont,50,1997,44680
10-14 years,Vermont,50,1998,44645
10-14 years,Vermont,50,1999,45159
10-14 years,Vermont,50,2000,45549
10-14 years,Vermont,50,2001,45634
10-14 years,Vermont,50,2002,45396
10-14 years,Vermont,50,2003,44837
10-14 years,Vermont,50,2004,43881
10-14 years,Vermont,50,2005,42709
10-14 years,Vermont,50,2006,41341
10-14 years,Vermont,50,2007,40082
10-14 years,Vermont,50,2008,38963
10-14 years,Vermont,50,2009,38226
10-14 years,Vermont,50,2010,37490
10-14 years,Vermont,50,2011,37060
10-14 years,Vermont,50,2012,36344
10-14 years,Vermont,50,2013,35809
10-14 years,Vermont,50,2014,35207
10-14 years,Vermont,50,2015,34503
10-14 years,Vermont,50,2016,34059
10-14 years,Vermont,50,2017,34146
10-14 years,Vermont,50,2018,33786
10-14 years,Vermont,50,2019,33291
10-14 years,Vermont,50,2020,32888
10-14 years,Virginia,51,1990,401934
10-14 years,Virginia,51,1991,415607
10-14 years,Virginia,51,1992,428936
10-14 years,Virginia,51,1993,439486
10-14 years,Virginia,51,1994,446232
10-14 years,Virginia,51,1995,451882
10-14 years,Virginia,51,1996,457719
10-14 years,Virginia,51,1997,464124
10-14 years,Virginia,51,1998,474281
10-14 years,Virginia,51,1999,485971
10-14 years,Virginia,51,2000,499023
10-14 years,Virginia,51,2001,508220
10-14 years,Virginia,51,2002,516406
10-14 years,Virginia,51,2003,521025
10-14 years,Virginia,51,2004,523857
10-14 years,Virginia,51,2005,521178
10-14 years,Virginia,51,2006,516048
10-14 years,Virginia,51,2007,511703
10-14 years,Virginia,51,2008,508988
10-14 years,Virginia,51,2009,509940
10-14 years,Virginia,51,2010,512190
10-14 years,Virginia,51,2011,516153
10-14 years,Virginia,51,2012,518693
10-14 years,Virginia,51,2013,520515
10-14 years,Virginia,51,2014,522561
10-14 years,Virginia,51,2015,521179
10-14 years,Virginia,51,2016,522392
10-14 years,Virginia,51,2017,526519
10-14 years,Virginia,51,2018,529185
10-14 years,Virginia,51,2019,527441
10-14 years,Virginia,51,2020,527084
10-14 years,Washington,53,1990,348395
10-14 years,Washington,53,1991,362474
10-14 years,Washington,53,1992,379409
10-14 years,Washington,53,1993,391846
10-14 years,Washington,53,1994,400342
10-14 years,Washington,53,1995,406870
10-14 years,Washington,53,1996,412720
10-14 years,Washington,53,1997,417486
10-14 years,Washington,53,1998,423070
10-14 years,Washington,53,1999,430279
10-14 years,Washington,53,2000,437007
10-14 years,Washington,53,2001,440971
10-14 years,Washington,53,2002,445550
10-14 years,Washington,53,2003,447204
10-14 years,Washington,53,2004,446477
10-14 years,Washington,53,2005,441148
10-14 years,Washington,53,2006,437809
10-14 years,Washington,53,2007,434301
10-14 years,Washington,53,2008,433427
10-14 years,Washington,53,2009,435879
10-14 years,Washington,53,2010,438739
10-14 years,Washington,53,2011,439892
10-14 years,Washington,53,2012,438682
10-14 years,Washington,53,2013,437981
10-14 years,Washington,53,2014,439364
10-14 years,Washington,53,2015,440980
10-14 years,Washington,53,2016,445922
10-14 years,Washington,53,2017,454820
10-14 years,Washington,53,2018,462546
10-14 years,Washington,53,2019,466521
10-14 years,Washington,53,2020,470688
10-14 years,West Virginia,54,1990,132534
10-14 years,West Virginia,54,1991,132739
10-14 years,West Virginia,54,1992,131755
10-14 years,West Virginia,54,1993,130533
10-14 years,West Virginia,54,1994,127267
10-14 years,West Virginia,54,1995,125135
10-14 years,West Virginia,54,1996,122332
10-14 years,West Virginia,54,1997,119943
10-14 years,West Virginia,54,1998,118131
10-14 years,West Virginia,54,1999,116999
10-14 years,West Virginia,54,2000,116184
10-14 years,West Virginia,54,2001,115635
10-14 years,West Virginia,54,2002,115806
10-14 years,West Virginia,54,2003,115800
10-14 years,West Virginia,54,2004,115103
10-14 years,West Virginia,54,2005,113094
10-14 years,West Virginia,54,2006,111958
10-14 years,West Virginia,54,2007,109958
10-14 years,West Virginia,54,2008,109047
10-14 years,West Virginia,54,2009,108873
10-14 years,West Virginia,54,2010,109069
10-14 years,West Virginia,54,2011,108790
10-14 years,West Virginia,54,2012,108456
10-14 years,West Virginia,54,2013,107889
10-14 years,West Virginia,54,2014,107442
10-14 years,West Virginia,54,2015,106141
10-14 years,West Virginia,54,2016,105244
10-14 years,West Virginia,54,2017,104757
10-14 years,West Virginia,54,2018,104414
10-14 years,West Virginia,54,2019,103335
10-14 years,West Virginia,54,2020,102462
10-14 years,Wisconsin,55,1990,358294
10-14 years,Wisconsin,55,1991,370240
10-14 years,Wisconsin,55,1992,381522
10-14 years,Wisconsin,55,1993,389930
10-14 years,Wisconsin,55,1994,395423
10-14 years,Wisconsin,55,1995,397834
10-14 years,Wisconsin,55,1996,399902
10-14 years,Wisconsin,55,1997,402074
10-14 years,Wisconsin,55,1998,402960
10-14 years,Wisconsin,55,1999,404270
10-14 years,Wisconsin,55,2000,404990
10-14 years,Wisconsin,55,2001,405683
10-14 years,Wisconsin,55,2002,405387
10-14 years,Wisconsin,55,2003,404209
10-14 years,Wisconsin,55,2004,400900
10-14 years,Wisconsin,55,2005,394312
10-14 years,Wisconsin,55,2006,388191
10-14 years,Wisconsin,55,2007,383257
10-14 years,Wisconsin,55,2008,378544
10-14 years,Wisconsin,55,2009,376577
10-14 years,Wisconsin,55,2010,375757
10-14 years,Wisconsin,55,2011,375302
10-14 years,Wisconsin,55,2012,373742
10-14 years,Wisconsin,55,2013,372459
10-14 years,Wisconsin,55,2014,371475
10-14 years,Wisconsin,55,2015,368800
10-14 years,Wisconsin,55,2016,367662
10-14 years,Wisconsin,55,2017,369196
10-14 years,Wisconsin,55,2018,369838
10-14 years,Wisconsin,55,2019,367332
10-14 years,Wisconsin,55,2020,365405
10-14 years,Wyoming,56,1990,39237
10-14 years,Wyoming,56,1991,40686
10-14 years,Wyoming,56,1992,41807
10-14 years,Wyoming,56,1993,42725
10-14 years,Wyoming,56,1994,43045
10-14 years,Wyoming,56,1995,42687
10-14 years,Wyoming,56,1996,42006
10-14 years,Wyoming,56,1997,41074
10-14 years,Wyoming,56,1998,39957
10-14 years,Wyoming,56,1999,39170
10-14 years,Wyoming,56,2000,38454
10-14 years,Wyoming,56,2001,37573
10-14 years,Wyoming,56,2002,36994
10-14 years,Wyoming,56,2003,36411
10-14 years,Wyoming,56,2004,36332
10-14 years,Wyoming,56,2005,35448
10-14 years,Wyoming,56,2006,34764
10-14 years,Wyoming,56,2007,34776
10-14 years,Wyoming,56,2008,35210
10-14 years,Wyoming,56,2009,35772
10-14 years,Wyoming,56,2010,35989
10-14 years,Wyoming,56,2011,36145
10-14 years,Wyoming,56,2012,36525
10-14 years,Wyoming,56,2013,36921
10-14 years,Wyoming,56,2014,37287
10-14 years,Wyoming,56,2015,37840
10-14 years,Wyoming,56,2016,38520
10-14 years,Wyoming,56,2017,38840
10-14 years,Wyoming,56,2018,39145
10-14 years,Wyoming,56,2019,39486
10-14 years,Wyoming,56,2020,39600
15-19 years,Alabama,1,1990,318673
15-19 years,Alabama,1,1991,310490
15-19 years,Alabama,1,1992,309020
15-19 years,Alabama,1,1993,312322
15-19 years,Alabama,1,1994,316502
15-19 years,Alabama,1,1995,321914
15-19 years,Alabama,1,1996,326863
15-19 years,Alabama,1,1997,329275
15-19 years,Alabama,1,1998,330062
15-19 years,Alabama,1,1999,327789
15-19 years,Alabama,1,2000,325612
15-19 years,Alabama,1,2001,321866
15-19 years,Alabama,1,2002,320749
15-19 years,Alabama,1,2003,321655
15-19 years,Alabama,1,2004,325095
15-19 years,Alabama,1,2005,330753
15-19 years,Alabama,1,2006,337003
15-19 years,Alabama,1,2007,341279
15-19 years,Alabama,1,2008,345580
15-19 years,Alabama,1,2009,346611
15-19 years,Alabama,1,2010,340824
15-19 years,Alabama,1,2011,329897
15-19 years,Alabama,1,2012,323876
15-19 years,Alabama,1,2013,321114
15-19 years,Alabama,1,2014,318455
15-19 years,Alabama,1,2015,319636
15-19 years,Alabama,1,2016,320894
15-19 years,Alabama,1,2017,318535
15-19 years,Alabama,1,2018,316229
15-19 years,Alabama,1,2019,313884
15-19 years,Alabama,1,2020,310127
15-19 years,Alaska,2,1990,37829
15-19 years,Alaska,2,1991,39100
15-19 years,Alaska,2,1992,40973
15-19 years,Alaska,2,1993,42051
15-19 years,Alaska,2,1994,43013
15-19 years,Alaska,2,1995,43924
15-19 years,Alaska,2,1996,45424
15-19 years,Alaska,2,1997,46982
15-19 years,Alaska,2,1998,48858
15-19 years,Alaska,2,1999,49732
15-19 years,Alaska,2,2000,50226
15-19 years,Alaska,2,2001,52378
15-19 years,Alaska,2,2002,53653
15-19 years,Alaska,2,2003,54076
15-19 years,Alaska,2,2004,54612
15-19 years,Alaska,2,2005,54764
15-19 years,Alaska,2,2006,55120
15-19 years,Alaska,2,2007,54721
15-19 years,Alaska,2,2008,53905
15-19 years,Alaska,2,2009,53319
15-19 years,Alaska,2,2010,51993
15-19 years,Alaska,2,2011,50794
15-19 years,Alaska,2,2012,49555
15-19 years,Alaska,2,2013,48791
15-19 years,Alaska,2,2014,48016
15-19 years,Alaska,2,2015,47376
15-19 years,Alaska,2,2016,47202
15-19 years,Alaska,2,2017,46625
15-19 years,Alaska,2,2018,45823
15-19 years,Alaska,2,2019,45072
15-19 years,Alaska,2,2020,44846
15-19 years,Arizona,4,1990,261958
15-19 years,Arizona,4,1991,257170
15-19 years,Arizona,4,1992,261502
15-19 years,Arizona,4,1993,271675
15-19 years,Arizona,4,1994,285466
15-19 years,Arizona,4,1995,302875
15-19 years,Arizona,4,1996,319195
15-19 years,Arizona,4,1997,333439
15-19 years,Arizona,4,1998,348574
15-19 years,Arizona,4,1999,359836
15-19 years,Arizona,4,2000,370484
15-19 years,Arizona,4,2001,371612
15-19 years,Arizona,4,2002,378885
15-19 years,Arizona,4,2003,389173
15-19 years,Arizona,4,2004,402508
15-19 years,Arizona,4,2005,419514
15-19 years,Arizona,4,2006,435349
15-19 years,Arizona,4,2007,448264
15-19 years,Arizona,4,2008,458137
15-19 years,Arizona,4,2009,461505
15-19 years,Arizona,4,2010,459917
15-19 years,Arizona,4,2011,453956
15-19 years,Arizona,4,2012,452229
15-19 years,Arizona,4,2013,452252
15-19 years,Arizona,4,2014,455630
15-19 years,Arizona,4,2015,461958
15-19 years,Arizona,4,2016,468596
15-19 years,Arizona,4,2017,469917
15-19 years,Arizona,4,2018,473941
15-19 years,Arizona,4,2019,479565
15-19 years,Arizona,4,2020,481924
15-19 years,Arkansas,5,1990,179380
15-19 years,Arkansas,5,1991,177791
15-19 years,Arkansas,5,1992,179936
15-19 years,Arkansas,5,1993,183045
15-19 years,Arkansas,5,1994,186777
15-19 years,Arkansas,5,1995,191873
15-19 years,Arkansas,5,1996,196661
15-19 years,Arkansas,5,1997,198687
15-19 years,Arkansas,5,1998,200460
15-19 years,Arkansas,5,1999,200122
15-19 years,Arkansas,5,2000,199484
15-19 years,Arkansas,5,2001,195850
15-19 years,Arkansas,5,2002,194395
15-19 years,Arkansas,5,2003,194660
15-19 years,Arkansas,5,2004,195713
15-19 years,Arkansas,5,2005,198087
15-19 years,Arkansas,5,2006,201049
15-19 years,Arkansas,5,2007,203006
15-19 years,Arkansas,5,2008,204132
15-19 years,Arkansas,5,2009,203468
15-19 years,Arkansas,5,2010,203275
15-19 years,Arkansas,5,2011,200052
15-19 years,Arkansas,5,2012,197770
15-19 years,Arkansas,5,2013,197121
15-19 years,Arkansas,5,2014,196986
15-19 years,Arkansas,5,2015,198202
15-19 years,Arkansas,5,2016,198861
15-19 years,Arkansas,5,2017,198187
15-19 years,Arkansas,5,2018,197941
15-19 years,Arkansas,5,2019,197377
15-19 years,Arkansas,5,2020,197095
15-19 years,California,6,1990,2078773
15-19 years,California,6,1991,2012605
15-19 years,California,6,1992,2005481
15-19 years,California,6,1993,2009216
15-19 years,California,6,1994,2041574
15-19 years,California,6,1995,2091693
15-19 years,California,6,1996,2168087
15-19 years,California,6,1997,2247439
15-19 years,California,6,1998,2333653
15-19 years,California,6,1999,2403117
15-19 years,California,6,2000,2459982
15-19 years,California,6,2001,2484581
15-19 years,California,6,2002,2515883
15-19 years,California,6,2003,2559499
15-19 years,California,6,2004,2616866
15-19 years,California,6,2005,2683940
15-19 years,California,6,2006,2743849
15-19 years,California,6,2007,2793601
15-19 years,California,6,2008,2823230
15-19 years,California,6,2009,2834241
15-19 years,California,6,2010,2808271
15-19 years,California,6,2011,2745491
15-19 years,California,6,2012,2697946
15-19 years,California,6,2013,2656464
15-19 years,California,6,2014,2617587
15-19 years,California,6,2015,2598584
15-19 years,California,6,2016,2579327
15-19 years,California,6,2017,2555320
15-19 years,California,6,2018,2543076
15-19 years,California,6,2019,2532005
15-19 years,California,6,2020,2513522
15-19 years,Colorado,8,1990,225854
15-19 years,Colorado,8,1991,222271
15-19 years,Colorado,8,1992,227142
15-19 years,Colorado,8,1993,235311
15-19 years,Colorado,8,1994,245502
15-19 years,Colorado,8,1995,256904
15-19 years,Colorado,8,1996,268486
15-19 years,Colorado,8,1997,280703
15-19 years,Colorado,8,1998,292939
15-19 years,Colorado,8,1999,302365
15-19 years,Colorado,8,2000,309455
15-19 years,Colorado,8,2001,319058
15-19 years,Colorado,8,2002,323712
15-19 years,Colorado,8,2003,325785
15-19 years,Colorado,8,2004,326646
15-19 years,Colorado,8,2005,331051
15-19 years,Colorado,8,2006,334123
15-19 years,Colorado,8,2007,337309
15-19 years,Colorado,8,2008,340380
15-19 years,Colorado,8,2009,341224
15-19 years,Colorado,8,2010,339765
15-19 years,Colorado,8,2011,340286
15-19 years,Colorado,8,2012,338714
15-19 years,Colorado,8,2013,338982
15-19 years,Colorado,8,2014,341850
15-19 years,Colorado,8,2015,347727
15-19 years,Colorado,8,2016,353484
15-19 years,Colorado,8,2017,357008
15-19 years,Colorado,8,2018,361983
15-19 years,Colorado,8,2019,365699
15-19 years,Colorado,8,2020,366386
15-19 years,Connecticut,9,1990,211206
15-19 years,Connecticut,9,1991,200322
15-19 years,Connecticut,9,1992,195089
15-19 years,Connecticut,9,1993,194040
15-19 years,Connecticut,9,1994,195731
15-19 years,Connecticut,9,1995,198264
15-19 years,Connecticut,9,1996,201585
15-19 years,Connecticut,9,1997,205219
15-19 years,Connecticut,9,1998,209891
15-19 years,Connecticut,9,1999,213162
15-19 years,Connecticut,9,2000,217105
15-19 years,Connecticut,9,2001,225932
15-19 years,Connecticut,9,2002,232848
15-19 years,Connecticut,9,2003,237584
15-19 years,Connecticut,9,2004,242118
15-19 years,Connecticut,9,2005,248504
15-19 years,Connecticut,9,2006,251840
15-19 years,Connecticut,9,2007,253564
15-19 years,Connecticut,9,2008,254565
15-19 years,Connecticut,9,2009,253688
15-19 years,Connecticut,9,2010,253587
15-19 years,Connecticut,9,2011,256968
15-19 years,Connecticut,9,2012,257186
15-19 years,Connecticut,9,2013,253906
15-19 years,Connecticut,9,2014,252160
15-19 years,Connecticut,9,2015,249690
15-19 years,Connecticut,9,2016,247404
15-19 years,Connecticut,9,2017,244098
15-19 years,Connecticut,9,2018,241369
15-19 years,Connecticut,9,2019,238247
15-19 years,Connecticut,9,2020,234796
15-19 years,Delaware,10,1990,46099
15-19 years,Delaware,10,1991,43706
15-19 years,Delaware,10,1992,43231
15-19 years,Delaware,10,1993,44204
15-19 years,Delaware,10,1994,45969
15-19 years,Delaware,10,1995,47888
15-19 years,Delaware,10,1996,49844
15-19 years,Delaware,10,1997,51654
15-19 years,Delaware,10,1998,53426
15-19 years,Delaware,10,1999,54830
